,Unnamed: 0,Name,Size,Type,Alignment,Habitat,Main Habitat,Other Habitat,Treasure,AC,HP,Initiative,Walk,Burrow,Climb,Fly,Hover,Swim,STR Mod,INT Mod,DEX Mod,WIS Mod,CON Mod,CHA Mod,STR Save,INT Save,DEX Save,WIS Save,CON Save,CHA Save,Proficient,Expertise,Vulnerabilities,Slashing,Immunities Conditions,Immunities Damage,Blindsight,Darkvision,Truesight,Tremorsense,Passive Perception,Languages,CR,XP.,PB,Traits,# of Legendary Resistance,# of Atk,Atk 1 Type,Atk 1 Mod,Atk 1 Range,Atk 1 Range Short,Atk 1 Dam.,Atk 1 Damage Type,Atk 2 Type,Atk 2 Mod,Atk 2 Range,Atk 2 Range short,Atk 2 Dam.,Atk 2 Damage Type,Atk 3 Type,Atk 3 Mod,Atk 3 Range,Atk 3 Range short,Atk 3 Dam.,Atk 3 Damage Type,Atk 4 Type,Atk 4 Mod,Atk 4 Range,Atk 4 Range short,Atk 4 Dam.,Atk 4 Damage Type,Save DC,Saving Throw,Action Notes,Ability,Spell Save DC,Spell Saving Throws,Spell Attack,At Will,3.0/Day,2.0/Day,1.0/Day,Bonus Action,Reaction,Amount,Legendary Action Save DC,Legendary Action Saving Throw,Legendary Actions.,Lair,xp,Legendary Resistance,Legendary Actions,Lair Save DC,Lair Saving Throws,Other
373,373,Rhinoceros,Large,Beast,Unaligned,Grassland,Grassland,,,13.0,45.0,-1.0,40.0,,,,,,5.0,-4.0,-1.0,1.0,2.0,-2.0,5.0,-4.0,-1.0,1.0,2.0,-2.0,,,,,,,,,,,11.0,,2.00000/1,450.0,2.0,,,1.0,Melee,7.0,5.0,=,14.0,Piercing,,,,=,,,,,,=,,,,,,=,,,,,Charge attack +9 to damage and gives pron condition,,,,,,,,,,,,,,,,,,,,,
374,374,Riding Horse,Large,Beast,Unaligned,"Grassland, Urban","Grassland, Urban",,,11.0,13.0,1.0,60.0,,,,,,3.0,-4.0,1.0,0.0,1.0,-2.0,3.0,-4.0,1.0,0.0,1.0,-2.0,,,,,,,,,,,10.0,,45661,50.0,2.0,,,1.0,Melee,5.0,5.0,=,7.0,Bludgeoning,,,,=,,,,,,=,,,,,,=,,,,,,,,,,,,,,,,,,,,,,,,,,
375,375,Roc,Gargantuan,Monstrosity,Unaligned,"Arctic, Coastal, Desert, Hill, Mountain","Arctic, Coastal, Desert, Hill, Mountain",,Any,15.0,248.0,8.0,20.0,,,120.0,,,9.0,-4.0,0.0,0.0,5.0,-1.0,9.0,-4.0,4.0,4.0,5.0,-1.0,,Perception,,,,,,,,,18.0,,11.00000/1,7200.0,4.0,,,2.0,Melee,13.0,10.0,=,28.0,Piercing,Melee,13.0,5.0,=,23.0,Slashing,,,,=,,,,,,=,,,,,Atk 2 on hit grappled and restrained,,,,,,,,,Swoop recharges on 5-6 if grappled fly half its speed without provoking opportunity attacks,,,,,,,,,,,,
376,376,Roper,Large,Aberration,Neutral Evil,Underdark,Underdark,,Any,20.0,93.0,5.0,10.0,,20.0,,,,4.0,-2.0,-1.0,3.0,3.0,-2.0,4.0,-2.0,-1.0,3.0,3.0,-2.0,"Perception, Stealth",,,,,,,60.0,,,16.0,,5.00000/1,1800.0,3.0,Spider Climb,,4.0,Melee,7.0,5.0,=,17.0,Piercing,Melee,7.0,60.0,=,0.0,,,,,=,,,,,,=,,,,,"Akt 2 grapples and is poisoned, Reel pull a grappled target 30ft",,,,,,,,,,,,,,,,,,,,,
377,377,Rust Monster,Medium,Monstrosity,Unaligned,Underdark,Underdark,,,14.0,33.0,1.0,40.0,,,,,,1.0,-4.0,1.0,1.0,1.0,-2.0,1.0,-4.0,1.0,1.0,1.0,-2.0,,,,,,,,60.0,,,11.0,,45659,100.0,2.0,Iron Scent,,3.0,Melee,3.0,5.0,=,5.0,Piercing,,,,=,,,,,,=,,,,,,=,,,11.0,Dexterity,"Antennae target one nonmagical metal within 5ft on fail -1 to AC or attack rolls, Destroy Metal destroy 1ft cube of a metal object not being worn",,,,,,,,,,Reflexive Antennae when hit use Antennae,,,,,,,,,,,
378,378,Saber-Toothed Tiger,Large,Beast,Unaligned,"Arctic, Hill, Mountain","Arctic, Hill, Mountain",,,13.0,52.0,3.0,40.0,,,,,,4.0,-4.0,3.0,1.0,2.0,-1.0,6.0,-4.0,5.0,1.0,2.0,-1.0,,"Perception, Stealth",,,,,,60.0,,,15.0,,2.00000/1,450.0,2.0,Running Leap,,2.0,Melee,6.0,5.0,=,11.0,Slashing,,,,=,,,,,,=,,,,,,=,,,,,,,,,,,,,,Disengage or Hide,,,,,,,,,,,,
379,379,Sahuagin Baron,Large,Fiend,Lawful Evil,"Coastal, Underwater","Coastal, Underwater",,Any,16.0,76.0,5.0,30.0,,,,,50.0,4.0,2.0,2.0,1.0,3.0,3.0,4.0,2.0,5.0,4.0,6.0,3.0,,Perception,,"Acid, Cold",,,,120.0,,,17.0,Sahuagin,5.00000/1,1800.0,3.0,"Blood Frenzy, Limited Amphibiousness, Shark Telepathy",,3.0,Melee,7.0,5.0,=,13.0,Piercing,Ranged,7.0,20.0,20,13.0,Piercing,,,,=,,,,,,=,,,14.0,Constitution,,,,,,,,,,Fiendish Blood if it takes piercing or slashing damage within 5ft on fail 10 acid damage cursed and can't benefit from a short or a long rest or be invisible speed is reduced by 10 and fiends know where the target is at,,,,,,,,,,,,
380,380,Sahuagin Priest,Medium,Fiend,Lawful Evil,"Coastal, Underwater","Coastal, Underwater",,Any,12.0,38.0,0.0,30.0,,,,,40.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,Religion,Perception,,"Acid, Cold",,,,120.0,,,16.0,Sahuagin,2.00000/1,450.0,2.0,"Blood Frenzy, Limited Amphibiousness, Shark Telepathy",,2.0,Melee,4.0,5.0,=,11.0,Force,Ranged,4.0,120.0,120,11.0,Force,,,,=,,,,,,=,,,,,,Wisdom,12.0,Wisdom,4.0,Thaumaturgy,,"Bless, Healing Word, Hold Person, Tongues",,Fiendish Aid (2/day) cast bless or healing word,,,,,,,,,,,,
381,381,Sahuagin Warrior,Medium,Fiend,Lawful Evil,"Coastal, Underwater","Coastal, Underwater",,Any,12.0,22.0,0.0,30.0,,,,,40.0,1.0,1.0,0.0,1.0,1.0,-1.0,1.0,1.0,0.0,1.0,1.0,-1.0,,Perception,,"Acid, Cold",,,,120.0,,,15.0,Sahuagin,45659,100.0,2.0,"Blood Frenzy, Limited Amphibiousness, Shark Telepathy",,2.0,Melee,3.0,5.0,=,4.0,Slashing,,,,=,,,,,,=,,,,,,=,,,,,,,,,,,,,,Aquatic Charge swim p to its speed,,,,,,,,,,,,
382,382,Salamander,Large,Elemental,Neutral Evil,"Planar (Elemental Plane of Fire), Underdark","Planar, Underdark",Elemental Plane of Fire,Armaments,15.0,90.0,2.0,30.0,,30.0,,,,4.0,0.0,2.0,0.0,2.0,1.0,4.0,0.0,2.0,0.0,2.0,1.0,,,Cold,,,Fire,,60.0,,,10.0,Primordial (Ignan),5.00000/1,1800.0,3.0,Fire Aura,,2.0,Melee,7.0,5.0,=,20.0,"Piercing, Fire",Ranged,7.0,20.0,20,20.0,"Piercing, Fire",,,,=,,,,,,=,,,15.0,Strength,Constrict within 10ft on fail 18 bludgeoning and fire damage grappled and restrained,,,,,,,,,,,,,,,,,,,,,
383,383,Salamander Fire Snake,Medium,Elemental,Neutral Evil,"Planar (Elemental Plane of Fire), Underdark","Planar, Underdark",Elemental Plane of Fire,Armaments,14.0,27.0,2.0,30.0,,30.0,,,,1.0,-2.0,2.0,0.0,0.0,-1.0,1.0,-2.0,2.0,0.0,0.0,-1.0,,,Cold,,,Fire,,60.0,,,10.0,Understands Primordial,1.00000/1,200.0,2.0,Fire Aura,,1.0,Melee,4.0,5.0,=,9.0,"Piercing, Fire",,,,=,,,,,,=,,,,,,=,,,,,,,,,,,,,,,,,,,,,,,,,,
384,384,Salamander Inferno Master,Large,Elemental,Neutral Evil,"Planar (Elemental Plane of Fire), Underdark","Planar, Underdark",Elemental Plane of Fire,Armaments,18.0,256.0,8.0,40.0,,40.0,,,,7.0,2.0,3.0,0.0,4.0,5.0,7.0,2.0,8.0,5.0,4.0,5.0,,,Cold,,,Fire,,120.0,,,10.0,Primordial (Ignan),15.00000/1,13000.0,5.0,"Fire Aura, Magic Resistance",,2.0,Melee,12.0,5.0,=,30.0,"Piercing, Fire",Ranged,12.0,30.0,30,30.0,"Piercing, Fire",,,,=,,,,,,=,,,18.0,Dexterity,Inferno Blast recharges on 5-6 30ft sphere on fail 35 damage and 5 fire damage every tune and 1 exhaustion level,,,,,,,,,Blazing Movement dashes without taking attacks of opportunity and if he moves through a target space they take 7 fire damage,,,,,,,,,,,,
385,385,Satyr,Medium,Fey,Chaotic Neutral,"Forest, Planar (Feywild)","Forest, Planar",Feywild,Implements,13.0,31.0,3.0,40.0,,,,,,1.0,1.0,3.0,0.0,0.0,2.0,1.0,1.0,3.0,0.0,0.0,2.0,"Perception, Stealth",Performance,,,,,,,,,12.0,"Common, Elvish, Sylvan",45659,100.0,2.0,Magic Resistance,,1.0,Melee,5.0,5.0,=,5.0,Bludgeoning,,,,=,,,,,,=,,,,,,=,,,12.0,Wisdom,"Akt 1 pushes 10ft on hit, Mockery 90ft on fail 5 psychic damage",,,,,,,,,,,,,,,,,,,,,
386,386,Satyr Revelmaster,Medium,Fey,Chaotic Neutral,"Forest, Planar (Feywild)","Forest, Planar",Feywild,Implements,17.0,82.0,7.0,40.0,,,,,,1.0,1.0,4.0,2.0,1.0,3.0,1.0,1.0,7.0,5.0,1.0,3.0,"Acrobatics, Perception",Performance,,,,,,,,,15.0,"Common, Elvish, Sylvan",6.00000/1,2300.0,3.0,Magic Resistance,,3.0,Melee,7.0,5.0,=,13.0,Bludgeoning,,,,=,,,,,,=,,,,,,=,,,14.0,Wisdom,"Akt 1 charmed on hit, Fey Melody recharges on 4-6 within 60ft on fail are charmed or takes 10 psychic damage and is frightened",,,,,,,,,,,,,,,,,,,,,
387,387,Scarecrow,Medium,Construct,Chaotic Evil,Grassland,Grassland,,,11.0,27.0,3.0,20.0,,,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,,,Fire,,"Charmed, Exhaustion, Frightened, Paralyzed, Petrified, Poisoned, Unconscious",Poison,,60.0,,,10.0,Common plus one other language,1.00000/1,200.0,2.0,,,1.0,Melee,3.0,5.0,=,6.0,Slashing,,,,=,,,,,,=,,,,,,=,,,11.0,Wisdom,"Akt 1 on hit frightened, Terrifying Glare within 30ft on fail frightened and paralyzed",,,,,,,,,,,,,,,,,,,,,
388,388,Scorpion,Tiny,Beast,Unaligned,Desert,Desert,,,11.0,1.0,0.0,10.0,,,,,,-4.0,-5.0,0.0,-1.0,-1.0,-4.0,-4.0,-5.0,0.0,-1.0,-1.0,-4.0,,,,,,,10,,,,9.0,,0.00000/1,10.0,2.0,,,1.0,Melee,2.0,5.0,=,4.0,"Piercing,Poison",,,,=,,,,,,=,,,,,,=,,,,,,,,,,,,,,,,,,,,,,,,,,
389,389,Scout,Medium or Small,Humanoid,Neutral,Any,Any,,"Implements, Individual",13.0,16.0,2.0,30.0,,,,,,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,,"Nature,Perception, Stealth, Survival",,,,,,,,,15.0,Common plus one other language,45659,100.0,2.0,,,2.0,Melee,4.0,5.0,=,5.0,Piercing,Ranged,4.0,150.0,150,6.0,Piercing,,,,=,,,,,,=,,,,,,,,,,,,,,,,,,,,,,,,,,
390,390,Scout Captain,Medium or Small,Humanoid,Neutral,Any,Any,,"Implements, Individual",15.0,66.0,5.0,30.0,,,,,,0.0,2.0,3.0,2.0,1.0,0.0,0.0,4.0,5.0,2.0,1.0,0.0,,"Perception, Stealth, Survival",,,,,,,,,16.0,Common plus one other language,3.00000/1,700.0,2.0,,,2.0,Melee,5.0,5.0,=,6.0,Piercing,Ranged,5.0,150.0,150,7.0,Piercing,,,,=,,,,,,=,,,,,Atk 1 and Atk 2 +10 damage if they have advantage,,,,,,,,,Aim has advantage on the next attack roll,Uncanny Dodge,,,,,,,,,,,
391,391,Sea Hag,Medium,Fey (Hag),Chaotic Evil,"Coastal, Underwater","Coastal, Underwater",,Arcana,14.0,52.0,1.0,30.0,,,,,40.0,3.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,,,,,,,,60.0,,,11.0,"Common, Giant, Primordial (Aquan)",2.00000/1,450.0,2.0,"Amphibious, Coven Magic, Vile Appearance",,1.0,Melee,5.0,5.0,=,10.0,Slashing,,,,=,,,,,,=,,,,,,=,,,11.0,Wisdom,"Death Glare recharges on 5-6 on fail and target is frightened and if less than 21 hp drops to 0 otherwise takes 13 psychic damage, Cast disguise self",,,,,,,,,,,,,,,,,,,,,
392,392,Seahorse,Tiny,Beast,Unaligned,Underwater,Underwater,,,12.0,1.0,1.0,5.0,,,,,20.0,-5.0,-5.0,1.0,0.0,-1.0,-4.0,-5.0,-5.0,1.0,0.0,-1.0,-4.0,Perception,Stealth,,,,,,,,,12.0,,0.00000/1,0.0,2.0,Water Breathing,,0.0,Melee,0.0,0.0,=,0.0,,,,,=,,,,,,=,,,,,,=,,,,,Dash without provoking opportunity attacks,,,,,,,,,,,,,,,,,,,,,
393,393,Shadow,Medium,Undead,Chaotic Evil,"Planar (Shadowfell), Underdark, Urban","Planar, Underdark, Urban",Shadowfell,,12.0,27.0,2.0,40.0,,,,,,-2.0,-2.0,2.0,0.0,1.0,-1.0,-2.0,-2.0,2.0,0.0,1.0,-1.0,,Stealth,Radiant,"Acid, Cold, Fire, Lightning, Thunder","Exhaustion, Frightened, Grappled, Paralyzed, Petrified, Poisoned, Prone, Restrained, Unconscious","Necrotic, Poison",,60.0,,,10.0,,45659,100.0,2.0,"Amorphous, Sunlight Weakness",,1.0,Melee,4.0,5.0,=,5.0,Necrotic,,,,=,,,,,,=,,,,,,=,,,,,On a hit -1d4 to strength score if strength is reduced to 0 then dead,,,,,,,,,Shadow Stealth Hide in dim light or darkness,,,,,,,,,,,,
394,394,Shadow Demon,Medium,Fiend (Demon),Chaotic Evil,Planar (Abyss),Planar,Abyss,,14.0,66.0,3.0,30.0,,,30.0,30.0,,-5.0,2.0,3.0,1.0,1.0,2.0,-5.0,2.0,5.0,1.0,1.0,4.0,,Stealth,Radiant,"Acid, Bludgeoning, Cold, Fire, Lightning, Piercing, Slashing, Thunder","Exhaustion, Grappled, Paralyzed, Petrified, Poisoned, Prone, Restrained","Necrotic, Poison",,120.0,,,11.0,"Abyssal, Telepathy",4.00000/1,1100.0,2.0,"Demonic Restoration, Incorporeal Movement, Light Sensitivity",,1.0,Melee,5.0,5.0,=,16.0,Psychic,,,,=,,,,,,=,,,,,,=,,,,,,,,,,,,,,Shadow Stealth can take the hide action in dim light or darkness,,,,,,,,,,,,
395,395,Shadow Dragon,Huge or Large,Dragon (Chromatic),Chaotic Evil,"Planar (Shadowfell), Underdark","Planar, Underdark",Shadowfell,Any,16.0,189.0,14.0,40.0,,40.0,80.0,,,5.0,2.0,4.0,1.0,4.0,4.0,5.0,2.0,9.0,6.0,4.0,4.0,,"Perception, Stealth",,,,,30,120.0,,,21.0,"Common, Draconic",13.00000/1,10000.0,5.0,"Living Shadow, Sunlight Sensitivity",3.0,3.0,Melee,10.0,10.0,=,15.0,"Slashing, Necrotic",,,,=,,,,,,=,,,,,,=,,,17.0,Dexterity,Shadow Breath recharges 5-6 60ft coone 35 Necrotic if reduces a humanoid to 0 a shadow rises from its corpse,,,,,,,,,Take the hide action in dim light or darkness,,3.0,,,"Pounce, Hide and does 10 Necrotic Damage",Yes,11500.0,4.0,4.0,,,
396,396,Shambling Mound,Large,Plant,Unaligned,"Forest, Swamp","Forest, Swamp",,,15.0,110.0,-1.0,30.0,,,,,20.0,4.0,-3.0,-1.0,0.0,3.0,-3.0,4.0,-3.0,-1.0,0.0,3.0,-3.0,Stealth,,,"Cold, Fire","Deafened, Exhaustion",Lightning,60,,,,10.0,,5.00000/1,1800.0,3.0,Lightning Absorption,,3.0,Melee,7.0,10.0,=,12.0,"Bludgeoning, Lightning",,,,=,,,,,,=,,,,,,=,,,15.0,Strength,"Atk 1 on hit pulls 5ft, Engulf within 5ft grappled blinded restrained and 10 lighting damage every round",,,,,,,,,,,,,,,,,,,,,
397,397,Shield Guardian,Large,Construct,Unaligned,Urban,Urban,,,17.0,142.0,-1.0,30.0,,,,,,4.0,-2.0,-1.0,0.0,4.0,-4.0,4.0,-2.0,-1.0,0.0,4.0,-4.0,,,,,"Charmed, Exhaustion, Frightened, Paralyzed, Petrified, Poisoned",Poison,10,60.0,,,10.0,Understands all,7.00000/1,2900.0,3.0,"Bound, Regeneration, Spell Storing",,2.0,Melee,7.0,10.0,=,18.0,"Bludgeoning, Force",,,,=,,,,,,=,,,,,,=,,,,,,,,,,,,,,,Protection on hit +5 AC,,,,,,,,,,,
398,398,Shrieker Fungus,Medium,Plant,Unaligned,Underdark,Underdark,,,5.0,13.0,-5.0,5.0,,,,,,-5.0,-5.0,-5.0,-4.0,0.0,-5.0,-5.0,-5.0,-5.0,-4.0,0.0,-5.0,,,,,"Blinded, Charmed, Deafened, Frightened",,30,,,,6.0,,0.00000/1,0.0,2.0,,,0.0,Melee,0.0,0.0,=,0.0,,,,,=,,,,,,=,,,,,,=,,,,,,,,,,,,,,,Shriek When there is light it makes a shriek that be heard 300ft away,,,,,,,,,,,
399,399,Silver Dragon Wyrmling,Medium,Dragon (Metallic),Lawful Good,"Mountain, Urban","Mountain, Urban",,Arcana,17.0,45.0,2.0,30.0,,,60.0,,,4.0,1.0,0.0,0.0,3.0,2.0,4.0,1.0,2.0,2.0,3.0,2.0,Stealth,Perception,,,,Cold,10,60.0,,,14.0,Draconic,2.00000/1,450.0,2.0,,,2.0,Melee,6.0,5.0,=,9.0,Piercing,,,,=,,,,,,=,,,,,,=,,,13.0,Constitution,"Cold Breath 15ft coone 18 cold damage, Paralyzing breath 15ft coone on fail incapacitated second fail paralyzed",,,,,,,,,,,,,,,,,,,,,
400,400,Skeleton,Medium,Undead,Lawful Evil,"Planar (Shadowfell), Underdark, Urban","Planar, Underdark, Urban",Shadowfell,,13.0,13.0,3.0,30.0,,,,,,0.0,-2.0,3.0,-1.0,2.0,-3.0,0.0,-2.0,3.0,-1.0,2.0,-3.0,,,Bludgeoning,,"Exhaustion, Poisoned",Poison,,60.0,,,9.0,What it knew in a past life,45661,50.0,2.0,,,1.0,Melee,5.0,5.0,=,6.0,Piercing,Ranged,5.0,80.0,80,6.0,Piercing,,,,=,,,,,,=,,,,,,,,,,,,,,,,,,,,,,,,,,
401,401,Slaad Tadpole,Tiny,Aberration (Slaad),Chaotic Neutral,Planar (Limbo),Planar,Limbo,Any,12.0,7.0,2.0,30.0,10.0,,,,,-2.0,-4.0,2.0,-3.0,0.0,-4.0,-2.0,-4.0,2.0,-3.0,0.0,-4.0,Stealth,,,"Acid, Cold, Fire, Lightning, Thunder",,,,60.0,,,7.0,Slaad,45665,25.0,2.0,Magic Resistance,,1.0,Melee,4.0,5.0,=,5.0,Piercing,,,,=,,,,,,=,,,,,,=,,,,,,,,,,,,,,,,,,,,,,,,,,
402,402,Smoke Mephit,Small,Elemental,Neutral Evil,Planar (Elemental Planes),Planar,Elemental Planes,,12.0,13.0,2.0,30.0,,,30.0,,,-2.0,0.0,2.0,0.0,1.0,0.0,-2.0,0.0,2.0,0.0,1.0,0.0,"Perception, Stealth",,,,"Exhaustion, Poisoned","Fire, Poison",,60.0,,,12.0,"Primordial (Auran, Ignan)",45661,50.0,2.0,Death Burst,,1.0,Melee,4.0,5.0,=,4.0,Slashing,,,,=,,,,,,=,,,,,,=,,,11.0,"Constitution, Dexterity",Cinder Breath recharges on 6 within 15ft on fail blinded,,,,,,,,,,,,,,,,,,,,,
403,403,Solar,Large,Celestial (Angel),Lawful Good,Planar (Upper Planes),Planar,Upper Planes,Any,21.0,297.0,20.0,50.0,,,150.0,150.0,,8.0,7.0,6.0,7.0,8.0,10.0,8.0,7.0,6.0,7.0,8.0,10.0,Perception,,,,"Charmed, Exhaustion, Frightened, Poisoned","Poison, Radiant",,,120.0,,24.0,"All, Telepathy",21.00000/1,33000.0,7.0,"Divine Awareness, Exalted Restoration, Magic Resistance",4.0,2.0,Melee,15.0,10.0,=,58.0,"Slashing, Radiant",Ranged,15.0,120.0,120,58.0,"Slashing, Radiant",,,,=,,,,,,=,,,21.0,Dexterity,Slaying Bow within 600ft if failed and less than 101 hp it dies if not 60 Piercing and Radiant damage,Charisma,25.0,Charisma,17.0,Detect Evil and Good,"Cure Wounds (level 2), Lesser Restoration,  Remove Curse",,"Commune, Control Weather, Dispel Evil and Good, Resurrection","Cast Cure Wounds (level 2), Lesser Restoration, or Remove Curse",,3.0,25.0,"Constitution, Dexterity","Blinding Gaze within 120ft and failed blinded, Radiant Teleport they teleport 60ft and everyone within 10ft takes 11 radiant damage on fail",,,,,,,
404,404,Spectator,Medium,Aberration (Beholder),Lawful Neutral,Underdark,Underdark,,Any,14.0,45.0,2.0,5.0,,,30.0,30.0,,-1.0,1.0,2.0,2.0,2.0,0.0,-1.0,1.0,2.0,2.0,2.0,0.0,,Perception,,,,,,120.0,,,16.0,"Deep Speech, Undercommon, Telepathy",3.00000/1,700.0,2.0,,,2.0,Melee,4.0,5.0,=,5.0,Piercing,,,,=,,,,,,=,,,,,,=,,,12.0,"Wisdom, Constitution","Eye Rays: 5 psychic damage no reactions or movement and attacks a random person, Paralyzed, 5 psychic damage and frightened, 16 necrotic damage",,,,,,,,,,Reflects missed spells or saved spells 10 force damage,,,,,,,,,,,
405,405,Specter,Medium,Undead,Chaotic Evil,"Underdark, Urban","Underdark, Urban",,,12.0,22.0,2.0,30.0,,,50.0,50.0,,-5.0,0.0,2.0,0.0,0.0,0.0,-5.0,0.0,2.0,0.0,0.0,0.0,,,,"Acid, Bludgeoning, Cold, Fire, Lightning, Piercing, Slashing,  Thunder","Charmed, Exhaustion, Grappled, Paralyzed, Petrified, Poisoned, Prone, Restrained, Unconscious","Necrotic, Poison",,60.0,,,10.0,Understands Common and another language,1.00000/1,200.0,2.0,"Incorporeal Movement, Sunlight Sensitivity",,1.0,Melee,4.0,5.0,=,7.0,Necrotic,,,,=,,,,,,=,,,,,,=,,,,,On hit HP max decreased by damage taken,,,,,,,,,,,,,,,,,,,,,
406,406,Sphinx of Lore,Large,Celestial,Lawful Neutral,"Desert, Plannar (Upper Planes)","Desert, Plannar",Upper Planes,Arcana,17.0,170.0,10.0,40.0,,,60.0,,,4.0,4.0,2.0,4.0,3.0,4.0,4.0,4.0,2.0,4.0,3.0,4.0,Perception,"Arcana, History, Religion",,"Necrotic, Radiant","Charmed, Frightened",Psychic,,,120.0,,18.0,"Celestia, Common",11.00000/1,7200.0,4.0,Inscrutable,3.0,3.0,Melee,8.0,5.0,=,14.0,Slashing,,,,=,,,,,,=,,,,,,=,,,16.0,Wisdom,Mind-Rending Roar recharges on 5-6 each enemy within 300ft on fail 35 psychic and are incapacitated,Intelligence,16.0,,8.0,"Detect Magic, Identify, Mage Hand, Minor Illusion, Prestidigitation",,,"Dispel Magic, Legend Lore, Locate Object, Plane Shift, Remove Curse, Tongues",,,3.0,16.0,Constitution,"Arcane Prowl teleport 30ft and atks, Weight of years within 120ft on fail targets gains 1 exhaustion level",Yes,8400.0,4.0,4.0,,,Cast Clairvoyance in 1 mile radius
407,407,Sphinx of Secrets,Large,Celestial,Lawful Neutral,"Desert, Plannar (Upper Planes)","Desert, Plannar",Upper Planes,Arcana,16.0,136.0,5.0,40.0,,,60.0,,,4.0,4.0,2.0,4.0,3.0,4.0,4.0,4.0,2.0,4.0,3.0,4.0,"History, Perception, Religion",,,"Necrotic, Radiant","Charmed, Frightened",Psychic,,,120.0,,17.0,"Celestia, Common",8.00000/1,3900.0,3.0,"Inscrutable, Magic Resistance",,3.0,Melee,7.0,5.0,=,20.0,"Slashing, Radiant",,,,=,,,,,,=,,,,,,=,,,15.0,Intelligence,Curse of the Riddle within 60 ft on fail 21 psychic damage and cursed with disadvantage on ability checks and attack rolls and if they take the magic action they must make the save first,Intelligence,15.0,,7.0,"Detect Magic, Identify, Prestidigitation",,,"Locate Object, Remove Curse",,,,,,,,,,,,,
408,408,Sphinx of Valor,Large,Celestial,Lawful Neutral,"Desert, Plannar (Upper Planes)","Desert, Plannar",Upper Planes,Arcana,17.0,199.0,12.0,40.0,,,60.0,,,6.0,3.0,0.0,6.0,5.0,4.0,6.0,9.0,6.0,12.0,11.0,4.0,"Arcana, Perception",Religion,,"Necrotic, Radiant","Charmed, Frightened",Psychic,,,120.0,,22.0,"Celestia, Common",17.00000/1,18000.0,6.0,Inscrutable,3.0,3.0,Melee,12.0,5.0,=,20.0,Slashing,,,,=,,,,,,=,,,,,,=,,,20.0,"Wisdom, Constitution","First Roar within 500ft on fail frightened, Second Roar within 500ft on fail Paralyzed, Third Roar within 500ft on fail 44 thunder damage and is prone",Wisdom,20.0,Charisma,12.0,"Detect Evil and Good, Thaumaturgy",,,"Detect Magic, Dispel Magic, Greater Restoration, Heroes' Feast, Zone of Truth",,,3.0,16.0,Constitution,"Arcane Prowl teleport 30ft and atks, Weight of years within 120ft on fail targets gains 1 exhaustion level",Yes,20000.0,4.0,4.0,,,Cast Clairvoyance in 1 mile radius
409,409,Sphinx of Wonder,Tiny,Celestial,Lawful Good,"Desert, Plannar (Upper Planes)","Desert, Plannar",Upper Planes,Arcana,12.0,24.0,3.0,20.0,,,40.0,,,-2.0,2.0,3.0,1.0,1.0,0.0,-2.0,2.0,3.0,1.0,1.0,0.0,"Arcana, Religion, Stealth",,,"Necrotic, Psychic, Radiant",,,,60.0,,,11.0,"Celestial, Common",1.00000/1,200.0,2.0,Magic Resistance,,1.0,Melee,5.0,5.0,=,12.0,"Slashing, Radiant",,,,=,,,,,,=,,,,,,=,,,,,,,,,,,,,,,"On ability checks and saves, +2 to creatures",,,,,,,,,,,
410,410,Spider,Tiny,Beast,Unaligned,"Desert, Forest, Swamp, Underdark, Urban","Desert, Forest, Swamp, Underdark, Urban",,,12.0,1.0,2.0,20.0,,20.0,,,,-4.0,-5.0,2.0,0.0,-1.0,-4.0,-4.0,-5.0,2.0,0.0,-1.0,-4.0,Stealth,,,,,,,30.0,,,10.0,,0.00000/1,10.0,2.0,"Spider Climb, Web Walker",,1.0,Melee,4.0,5.0,=,3.0,"Piercing,Poison",,,,=,,,,,,=,,,,,,=,,,,,,,,,,,,,,,,,,,,,,,,,,
411,411,Spined Devil,Small,Fiend (Devil),Lawful Evil,Planar (Nine Hells),Planar,Nine Hells,,13.0,45.0,2.0,20.0,,,40.0,,,0.0,0.0,2.0,2.0,1.0,-1.0,0.0,0.0,2.0,2.0,1.0,-1.0,,,,Cold,Poisoned,"Fire, Poison",,120.0,,,12.0,"Infernal, Telepathy",2.00000/1,450.0,2.0,"Flyby, Magic Resistance",,2.0,Melee,4.0,5.0,=,8.0,"Piercing, Fire",Ranged,4.0,20.0,20,7.0,"Piercing, Fire",,,,=,,,,,,=,,,,,,,,,,,,,,,,,,,,,,,,,,
